
1899936200;100.0
25001400;100.0
24042900;100.0
25669100;100.0
21582499;100.0
25551501;100.0
23850200;100.0
22662101;100.0
27913900;100.0
23050301;100.0
22957200;100.0
23768599;100.0
23269400;100.0
31221499;100.0
25025200;100.0
30238700;34.2
22579700;34.2
22697501;34.2
23622800;34.2
27161901;34.2
23494400;34.2
23119600;34.2
24012900;34.2
22938199;34.2
22400399;34.2
25759800;34.2
18894799;34.2
17783201;34.2
21248600;34.2
27200400;34.2
20863701;34.2
23257601;34.2
22441700;34.2
23927700;40.2
20373400;40.2
21127199;40.2
21716900;40.2
21399201;40.2
23209600;40.2
22534500;40.2
21481199;40.2
20135800;40.2
18948699;40.2
20848401;40.2
23001500;40.2
22447001;40.2
20720599;40.2
21209100;40.2
23672201;40.2
21087600;40.2
21877100;40.2
20398201;40.2
21199100;31.5
23310301;31.5
23500500;31.5
22338800;31.5
21161000;31.5
20952601;31.5
20377901;31.5
26142900;31.5
22213200;31.5
22489100;31.5
24823001;31.5
23456201;31.5
19135500;31.5
19739100;31.5
18810499;31.5
18044799;31.5
18980700;31.5
18788400;31.5
22507000;31.5
19538900;40.0
19225399;40.0
20096601;40.0
19324200;40.0
19945300;40.0
18464000;40.0
18507800;40.0
18534301;40.0
23123300;40.0
18578700;40.0
21397000;40.0
18089600;40.0
19821000;40.0
17505200;40.0
17509900;40.0
23195600;40.0
17193601;40.0
17915700;40.0
17481600;40.0
18721200;40.0
19455100;37.7
18745800;37.7
20408000;37.7
21637101;37.7
18669799;37.7
19308900;37.7
18597400;37.7
18390000;37.7
19071000;37.7
18645599;37.7
19928901;37.7
18321800;37.7
20257301;37.7
19274600;37.7
19367001;37.7
18270500;37.7
22482499;37.7
18304199;37.7
22154900;37.7
30035600;37.7
18102901;37.7
18076399;36.8
18219099;36.8
23570000;36.8
18624600;36.8
19913499;36.8
19636801;36.8
22639800;36.8
20170699;36.8
19950600;36.8
19670601;36.8
19751700;36.8
20568099;36.8
17589499;36.8
19504899;36.8
18149400;36.8
19560100;36.8
19002000;36.8
18533801;36.8
17465400;36.8
17396800;36.8
20406200;36.8
17313701;40.3
21487599;40.3
17820600;40.3
18199599;40.3
17748400;40.3
16970700;40.3
20427200;40.3
17504300;40.3
24631401;40.3
17304300;40.3
19852699;40.3
19076200;40.3
18232899;40.3
24051900;40.3
17893400;40.3
18232301;40.3
19663600;40.3
17950600;40.3
18066300;40.3
17604499;40.3
17200900;40.3
18043200;35.2
18241499;35.2
19950300;35.2
17985900;35.2
17622600;35.2
19728499;35.2
17545300;35.2
18470401;35.2
18029100;35.2
18047300;35.2
18350000;35.2
18737699;35.2
23157599;35.2
17921100;35.2
18052901;35.2
18380300;35.2
18476800;35.2
18242400;35.2
18185501;35.2
17748300;35.2
17546800;35.2
23081500;35.2
22829701;30.7
18486599;30.7
17947500;30.7
16993200;30.7
18560200;30.7
17677000;30.7
17568900;30.7
17466700;30.7
17381400;30.7
18609601;30.7
25535700;30.7
17099700;30.7
17955600;30.7
17210601;30.7
17126001;30.7
17412400;30.7
17228601;30.7
17736100;30.7
17127801;39.1
19063199;39.1
20467400;39.1
21645199;39.1
